wave,account,status,name,link,chat_id,notes,kind,subscribers
5,acc1,pending,jobs_marketplace,https://t.me/jobs_marketplace,,owner-2026-06-15,channel,5709
5,acc2,pending,unid_money,https://t.me/unid_money,,owner-2026-06-15,channel,5645
5,acc3,pending,mtsprotg,https://t.me/mtsprotg,,owner-2026-06-15,channel,5540
5,acc1,pending,otdel_kadrov_fareast,https://t.me/otdel_kadrov_fareast,,owner-2026-06-15,channel,5497
5,acc2,pending,stkate_smm,https://t.me/stkate_smm,,owner-2026-06-15,channel,5429
5,acc3,pending,skhemy_kazino_vendetta,https://t.me/skhemy_kazino_vendetta,,owner-2026-06-15,channel,5329
5,acc1,pending,takoyfreelance,https://t.me/takoyfreelance,,owner-2026-06-15,channel,5231
5,acc2,pending,happy_freelancer,https://t.me/happy_freelancer,,owner-2026-06-15,channel,5188
5,acc3,pending,workfreelan,https://t.me/workfreelan,,owner-2026-06-15,channel,5139
5,acc1,pending,vakansiiuma,https://t.me/vakansiiuma,,owner-2026-06-15,channel,5096
5,acc2,pending,jobsearch_usa,https://t.me/jobsearch_usa,,owner-2026-06-15,channel,5031
5,acc3,pending,program_job,https://t.me/program_job,,owner-2026-06-15,channel,5017
5,acc1,pending,workfromhomeirina,https://t.me/workfromhomeirina,,owner-2026-06-15,channel,5011
5,acc2,pending,veratag_freelance,https://t.me/veratag_freelance,,owner-2026-06-15,channel,5003
